id,from_pms,sikka_sub_task,sikka_sub_task_operation,last_updated,category,health_category,office,name,procedure_code,procedure_code_description,abbreaviation,procedure_code_category,procedure_code_category_id,explosion_code,submit_to_insurance,allow_discount,procedure_code_effect_on_patient_balance,procedure_code_effect_on_provider_production,procedure_code_effect_on_provider_collection,procedure_code_type,notes,patient_friendly_description,link,price,tooth_quad,estimated_cost,insurance_estimate,discount
820,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51101,Denture Complete Standard - Maxillary +L,,,,,,,,,,,"Dentures, Complete, Standard - Maxillary + L",Complete upper dentures with standard materials,,1115,,,,
844,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51952,DentureCompleteOverdentureRetentiveBarImplantSup-Mn,,,,,,,,,,,"Dentures, Complete, Overdentures, Tissue Borne, with Retention from a Retentive Bar, Secured to Coping Crowns Supported by Implants - Mandibular + L",Lower overdentures secured with a bar on implants,,2348,,,,
843,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51951,DentureCompleteOverdentureRetentiveBarImplantSup-Mx,,,,,,,,,,,"Dentures, Complete, Overdentures, Tissue Borne, with Retention from a Retentive Bar, Secured to Coping Crowns Supported by Implants - Maxillary + L",Upper overdentures secured with a bar on implants,,1957,,,,
842,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51942,DentureCompleteOverdentureRetentiveBarNat Teeth-Man,,,,,,,,,,,"Dentures, Complete, Overdentures, Tissue Borne, with Retention from a Retentive Bar, Secured to Coping Crowns Supported by Natural Teeth - Mandibular + L",Lower overdentures secured with a bar on natural teeth,,2348,,,,
841,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51941,DentureCompleteOverdentureRetentiveBarNat Teeth-Max,,,,,,,,,,,"Dentures, Complete, Overdentures, Tissue Borne, with Retention from a Retentive Bar, Secured to Coping Crowns Supported by Natural Teeth - Maxillary + L",Upper overdentures secured with a bar on natural teeth,,1957,,,,
840,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51922,DentureCompleteOverdentureIA to Implants-Mandibulr+L,,,,,,,,,,,"Dentures, Complete, Overdentures, Tissue Borne, with Independent Attachments Secured to Implants with or without Coping Crowns - Mandibular + L",Lower overdentures with special attachments on implants,,2348,,,,
839,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51921,DentureCompleteOverdentureIA to Implants-Maxillary+L,,,,,,,,,,,"Dentures, Complete, Overdentures, Tissue Borne, with Independent Attachments Secured to Implants with or without Coping Crowns - Maxillary + L",Upper overdentures with special attachments on implants,,1957,,,,
837,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51911,DentureCompleteOverdentureIA to Natural Teeth-Max+L,,,,,,,,,,,"Dentures, Complete, Overdentures, Tissue Borne, with Independent Attachments Secured to Natural Teeth with or without Coping Crowns - Maxillary + L",Upper overdentures with special attachments on natural teeth,,1957,,,,
835,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51821,DentureCompleteOverdentureImmediateImplant Sup-Max+,,,,,,,,,,,"Dentures, Complete, Overdentures, (Immediate) Tissue Borne, Supported by Implants with or without Coping Crowns, no Attachments (Includes first tissue conditioner, but not a processed reline) - Maxillary + L",Immediate upper overdentures supported by implants,,1908,,,,
834,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51812,DentureCompleteOverdentureImmediateTissueBorne-Man+,,,,,,,,,,,"Dentures, Complete, Overdentures, (Immediate) Tissue Borne, Supported by Natural Teeth with or without Coping Crowns, no Attachments (Includes first tissue conditioner, but not a processed reline) - Mandibular + L",Immediate lower overdentures supported by natural teeth,,2291,,,,
833,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51811,DentureCompleteOverdentureImmediateTissueBorne-Max+,,,,,,,,,,,"Dentures, Complete, Overdentures, (Immediate) Tissue Borne, Supported by Natural Teeth with or without Coping Crowns, no Attachments (Includes first tissue conditioner, but not a processed reline) - Maxillary + L",Immediate upper overdentures supported by natural teeth,,1908,,,,
832,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51722,DentureCompleteOverdentureImplant Supported-Mand+L,,,,,,,,,,,"Dentures, Complete, Overdentures, Tissue Borne, Supported by Implants with or without Coping Crowns, no Attachments - Mandibular + L",Lower dentures supported by implants,,2037,,,,
830,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51712,DentureCompleteOverdentureTissue Borne -Mandibular+L,,,,,,,,,,,"Dentures, Complete, Overdentures, Tissue Borne, Supported by Natural Teeth with or without Coping Crowns, no Attachments - Mandibular + L",Lower dentures supported by remaining natural teeth,,2037,,,,
829,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51711,DentureCompleteOverdentureTissue Borne - Maxillary+L,,,,,,,,,,,"Dentures, Complete, Overdentures, Tissue Borne, Supported by Natural Teeth with or without Coping Crowns, no Attachments - Maxillary + L",Upper dentures supported by remaining natural teeth,,1656,,,,
828,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51612,!!!DentureCompleteProvisionalSurgicalImmediate-Mand,,,,,,,,,,,"Dentures, Complete, Surgical (Immediate), Provisional (Includes first tissue conditioner, but not a processed Reline) - Mandibular + L",Temporary lower dentures placed immediately after extractions,,1537,,,,
827,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51611,DentureCompleteProvisionalSurgicalImmediate-Max+L,,,,,,,,,,,"Dentures, Complete, Surgical (Immediate), Provisional (Includes first tissue conditioner, but not a processed Reline) - Maxillary + L",Temporary upper dentures placed immediately after extractions,,1248,,,,
826,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51602,Denture Complete Provisional - Mandibular+L,,,,,,,,,,,"Dentures, Complete, Provisional - Mandibular + L",Temporary complete lower dentures,,769,,,,
825,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51601,Denture Complete Provisional - Maxillary+L,,,,,,,,,,,"Dentures, Complete, Provisional - Maxillary + L",Temporary complete upper dentures,,577,,,,
824,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51302,Denture Complete Surgical Immediate - Mandibular+L,,,,,,,,,,,"Dentures, Surgical, Standard, (Immediate) (Includes first tissue conditioner, but not a processed reline) - Mandibular + L","Immediate lower dentures after tooth removal, with initial soft lining",,1622,,,,
823,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51301,Denture Complete Surgical Immediate - Maxillary+L,,,,,,,,,,,"Dentures, Surgical, Standard, (Immediate) (Includes first tissue conditioner, but not a processed reline)  - Maxillary + L","Immediate upper dentures after tooth removal, with initial soft lining",,1319,,,,
822,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51104,Liners Processed Resilient in addition to 51101 /2 /3,,,,,,,,,,,"Dentures, Complete, Standard - Liners, Processed, Resilient in addition to above",Complete dentures with extra cushioning liner,,304,,,,
4121,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,93129,!!!Written and/or Telephone Report Over Two Units Long,,,,,,,,,,,,,,,,,,
867,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52721,DenturePartialOverdentureAcrylicImplant Support-Max,,,,,,,,,,,"Dentures, Partial, Overdenture, Acrylic, With Cast/ Wrought Clasps and/or Rests Supported by Implants with or without Coping Crowns, No Attachments - Maxillary + L",Upper partial overdentures with metal clasps supported by implants,,1782,,,,
866,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52712,DenturePartialOverdentureAcrylicNaturalTeeth Sup-Mn,,,,,,,,,,,"Dentures, Partial, Overdenture, Acrylic, With Cast/ Wrought Clasps and/or Rests Supported by Natural Teeth with or without Coping Crowns, No Attachments - Mandibular + L",Lower partial overdentures with metal clasps supported by natural teeth,,2163,,,,
865,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52711,DenturePartialOverdentureAcrylicNaturalTeeth Sup-Mx,,,,,,,,,,,"Dentures, Partial, Overdenture, Acrylic, With Cast/ Wrought Clasps and/or Rests Supported by Natural Teeth with or without Coping Crowns, No Attachments - Maxillary + L",Upper partial overdentures with metal clasps supported by natural teeth,,1782,,,,
864,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52512,DenturesPartialFlexibleNonMetalNonAcrylic-Mand,,,,,,,,,,,"Dentures, Partial, Flexible, Non Metal, Non Acrylic Mandibular +L",Flexible lower partial dentures without metal or acrylic,,775,,,,
861,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52411,DenturePartialAcrylicPalatal/Lingual BarImmed-Max,,,,,,,,,,,"Dentures, Partial, Acrylic With Metal Wrought Palatal/Lingual Bar and Clasps and/or Rests, (Immediate) (Includes first tissue conditioner, but not a processed reline) - Maxillary + L",Immediate upper partial dentures with metal bar and clasps,,920,,,,
860,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52402,DenturePartialAcrylicPalatal/Lingual Bar - Mandibula,,,,,,,,,,,"Dentures, Partial, Acrylic With Metal Wrought Palatal/Lingual Bar and Clasps and/or Rests - Mandibular + L",Lower partial dentures with metal bar and clasps,,775,,,,
859,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52401,DenturePartialAcrylicPalatal/Lingual Bar - Maxillary,,,,,,,,,,,"Dentures, Partial, Acrylic With Metal Wrought Palatal/Lingual Bar and Clasps and/or Rests - Maxillary + L",Upper partial dentures with metal bar and clasps,,775,,,,
858,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52312,DenturePartialAcrylicClasps &/or RestsImmed-Man,,,,,,,,,,,"Dentures, Partial, Acrylic, With Metal Wrought/Cast Clasps and/or Rests, (Immediate) (Includes first tissue conditioner, but not a processed reline) - Mandibular + L",Immediate lower partial dentures with metal clasps or rests,,920,,,,
857,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52311,DenturePartialAcrylicClasps &/or RestsImmed-Max,,,,,,,,,,,"Dentures, Partial, Acrylic, With Metal Wrought/Cast Clasps and/or Rests, (Immediate) (Includes first tissue conditioner, but not a processed reline) - Maxillary + L",Immediate upper partial dentures with metal clasps or rests,,920,,,,
856,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52302,DenturePartialAcrylicwith Clasps and/or Rests-Mand,,,,,,,,,,,"Dentures, Partial, Acrylic, With Metal Wrought/Cast Clasps and/or Rests - Mandibular + L",Lower partial dentures with metal clasps or rests,,775,,,,
855,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52301,DenturePartialAcrylicwith Clasps and/or Rests-Max,,,,,,,,,,,"Dentures, Partial, Acrylic, With Metal Wrought/Cast Clasps and/or Rests - Maxillary + L",Upper partial dentures with metal clasps or rests,,775,,,,
854,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52212,DenturePartialAcrylicResilient RetainerImmediate-Mn,,,,,,,,,,,"Dentures, Partial, Polymer, Resilient Retainer, (Immediate) (Includes first tissue conditioner, but not a processed reline) - Mandibular + L",Immediate flexible lower partial dentures,,824,,,,
853,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52211,DenturePartialAcrylicResilient RetainerImmediate-Mx,,,,,,,,,,,"Dentures, Partial, Polymer, Resilient Retainer, (Immediate) (Includes first tissue conditioner, but not a processed reline) - Maxillary + L",Immediate flexible upper partial dentures,,824,,,,
852,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52202,Denture PartialAcrylic Resilient Retainer-Mandibular,,,,,,,,,,,"Dentures, Partial, Polymer, Resilient Retainer - Mandibular + L",Lower partial dentures with flexible retainer,,678,,,,
851,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52201,Denture PartialAcrylic Resilient Retainer-Maxillary,,,,,,,,,,,"Dentures, Partial, Polymer, Resilient Retainer - Maxillary + L",Upper partial dentures with flexible retainer,,678,,,,
850,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52122,Denture Partial Acrylic Base Immediate Provisional Man,,,,,,,,,,,"Dentures, Partial, Acrylic Base (Immediate), Provisional (With or without clasps) (Includes first tissue conditioner, but not a processed Reline) - Mandibular + L",Immediate temporary lower partial dentures with initial soft lining,,554,,,,
849,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52121,Denture Partial Acrylic Base Immediate Provisional Max,,,,,,,,,,,"Dentures, Partial, Acrylic Base (Immediate), Provisional (With or without clasps) (Includes first tissue conditioner, but not a processed Reline) - Maxillary + L",Immediate temporary upper partial dentures with initial soft lining,,554,,,,
848,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52112,DenturePartialAcrylic BaseImmediate - Mandibular+L,,,,,,,,,,,"Dentures, Partial, Acrylic Base (Immediate) (Includes first tissue conditioner, but not a processed reline) - Mandibular + L",Immediate temporary lower partial dentures,,554,,,,
847,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52111,DenturePartialAcrylic BaseImmediate - Maxillary+L,,,,,,,,,,,"Dentures, Partial, Acrylic Base (Immediate) (Includes first tissue conditioner, but not a processed reline) - Maxillary + L",Immediate temporary upper partial dentures,,554,,,,
846,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52102,DenturePartialAcrylic BaseProvisional - Mandibular+L,,,,,,,,,,,"Dentures, Partial, Acrylic Base (Provisional) (With or Without Clasps) - Mandibular + L",Temporary partial lower dentures with or without clasps,,462,,,,
4182,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,91319,!!!Psychological Management Uncooperative Patient Over,,,,,,,,,,,,,,,,,,
1105,TRUE,SikkaTaskLog object (918),update,,,ORAL SURGERY,21-Dentalhouse - Woodbridge Dental,,76912,FractureAlveolarDebridementTeeth Removed-3cm-6cm,,Surgery,,,,,,,,,"Fracture, Alveolar, Debridement, Teeth Removed - 3 - 6 cm",Cleaning a medium jaw fracture and removing teeth (3 - 6 cm),,I.C.,,,,
887,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,53202,DenturesParitalToothBorneCastFrameClasps&Rests-Mand,,,,,,,,,,,"Dentures, Partial, Tooth-Borne, Cast Frame/Connector, Clasps and Rests - Mandibular + L",Lower partial dentures supported by teeth with metal frame and clasps,,1319,,,,
886,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,53201,DenturesParitalToothBorneCastFrameClasps&Rests-Max,,,,,,,,,,,"Dentures, Partial, Tooth-Borne, Cast Frame/Connector, Clasps and Rests - Maxillary + L",Upper partial dentures supported by teeth with metal frame and clasps,,1319,,,,
885,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,53112,DenturePartlFreeEndImmedCastFrameClasps&Rests-Mn,,,,,,,,,,,"Dentures, Partial, Free End, Cast Frame/Connector, Clasps and Rests, (Immediate) (Includes first tissue conditioner, but not a processed reline) - Mandibular + L",Immediate lower partial dentures with metal frame and clasps,,1622,,,,
884,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,53111,DenturePartlFreeEndImmedCastFrameClasps&Rests-Mx,,,,,,,,,,,"Dentures, Partial, Free End, Cast Frame/Connector, Clasps and Rests, (Immediate) (Includes first tissue conditioner, but not a processed reline) - Maxillary + L",Immediate upper partial dentures with metal frame and clasps,,1622,,,,
883,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,53104,Altered Cast Impression Tech in conjnc'n 53101/2/3,,,,,,,,,,,"Dentures, Partial, Free End, Cast Frame/Connector, Clasps and Rests - Altered Cast Impression technique in conjunction with 53101, 53102 and 53103 + L",Upper partial dentures with altered cast technique,,204,,,,
880,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52952,DenturePartlOverdAcyclaps/restsreten barImplnt-Mn,,,,,,,,,,,"Dentures, Partial, Overdentures, Acrylic, With Cast/Wrought Clasps and/or Rests with Retention from a Retentive Bar, Secured to Coping Crowns Supported by Implants (see 62105 for Retentive Bar) - Mandibular + L",Lower partial overdentures with a retention bar on implants,,I.C.,,,,
879,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52951,DenturePartlOverdAcyclaps/restsreten barImplnt-Mx,,Surgery,,,,,,,,,"Dentures, Partial, Overdentures, Acrylic, With Cast/Wrought Clasps and/or Rests with Retention from a Retentive Bar, Secured to Coping Crowns Supported by Implants (see 62105 for Retentive Bar) - Maxillary + L",Upper partial overdentures with a retention bar on implants,,I.C.,,,,
878,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,52942,DenturePartialOverdAcyclaps/restsreten barNatT-Mn,,,,,,,,,,,"Dentures, Partial, Overdentures, Acrylic, With Cast/Wrought Clasps and/or Rests with Retention from a Retentive Bar, Secured to Coping Crowns Supported by Natural Teeth (see 62104 for Retentive Bar) - Mandibular + L",Lower partial overdentures with a retention bar on natural teeth,,I.C.,,,,
